Yield,Clusters,Lat,Long,Intercrop,Manure,Labour,Pest,Residue,Rotation,Credit,Fert,Fallow,Femhead,Minpltdis,Hhsize,Headage,Headedu,Meanedu,Landsize,Nplots,IntercropH,FempltsF,TLU,CropD,LvstD,Ntreat,FertHa,Ncrop,Totincome,PestHa,aprEVI,mayEVI,junEVI,julEVI,augEVI,sepEVI,octEVI,seasEVI,aprprec,mayprec,junprec,julprec,augprec,sepprec,octprec,seasprec,pdsi,lst,Maxtemp,Mintemp,Soilmoist,Silt,Sand,Clay,CEC,Orgcab,Soilbulk,DEM,MarketAccess,LivDens
98.83998871,1,10.55717087,-0.885992765,1,0,1,1,1,1,0,1,0,0,5,7,41,0,3.400000095,3.642250538,2,6.070417404,50,0.5,4,1,0,41.18332672,4,1645.619019,54.57093811,0.178154752,0.304715806,0.36744042,0.459588176,0.353938024,0.507311856,0.46437379,0.394899994,20,42,81,167,182,133,124,749,-3.799999952,31.85000038,33.20000076,23.20000076,453.2999878,17.79035307,69.79725212,12.98729196,21.78985605,18.07735365,148.9782292,158.5218103,12,5971.54967
123.5499802,6,9.562314034,-0.832312226,1,0,0,1,1,1,0,1,0,0,2,15,35,0,7.333333492,8.09389019,3,4.046945095,0,1.900000036,5,3,2,135.9049835,5,5798.746094,57.92914963,0.162483454,0.297139123,0.339053303,0.250535663,0.268360361,0.41145995,0.387140587,0.300447321,42,84,68,164,133,175,213,879,-4,31.14999962,33.20000076,23.70000076,520.4000244,19.76125692,69.77521708,11.19304673,19.90793534,18.69206062,149.9591579,157.647845,11,6656.231066
123.5499802,6,10.01392746,-0.824772716,0,0,1,0,1,1,0,1,1,0,3,15,39,8,2.777777672,10.11736298,3,0,0,0.400000006,3,0,0,79.07199097,3,3533.29834,0,0.130400002,0.202849999,0.351249993,0.417050004,0.444150001,0.499300003,0.445600003,0.403899997,24,49,77,171,158,149,174,802,-4,33.13000107,33.20000076,23.60000038,493.6000061,19.7166675,67.32949063,14.33294838,22.65372869,19.21122631,145.7442767,141.6377607,12.08097443,3742.361254
123.5499878,1,10.56167889,-0.83190167,0,0,0,0,1,1,0,0,0,0,1,5,60,0,1.799999952,0.809388995,1,0,0,0,1,0,0,0,1,902.4362183,0,0.183050007,0.202549994,0.248899996,0.459549993,0.339349985,0.477400005,0.440100014,0.255800009,22,42,83,167,185,138,126,763,-3.799999952,30.29000092,33.09999847,22.89999962,478.2999878,20.2867512,65.94001956,13.5077112,21.47352881,17.821666,148.1149363,141.7703792,12,5185.946637
123.5499878,1,10.67284775,-0.84068054,1,0,0,0,1,0,0,1,0,1,3,8,53,0,4,0.809388995,1,3.237555981,100,0,4,0,0,741.2999268,4,656.8695679,0,0.172370655,0.251503649,0.216500479,0.41994374,0.341941463,0.513548776,0.387613065,0.264520334,20,43,77,163,182,130,117,732,-3.799999952,33.79000092,33.40000153,23.20000076,420,20.90697395,62.78234149,14.24710581,22.34750203,17.64011293,148.1547113,184.7097899,12,15801.17776
123.5499878,3,9.453191757,-1.10057044,1,0,1,0,1,0,0,1,0,1,4,6,42,0,0,1.214083552,1,1.214083433,100,0,2,0,0,329.4666138,2,1605.665039,56.66981888,0.172352297,0.166021822,0.401113193,0.256618131,0.27669999,0.351426233,0.366992779,0.339076765,51,72,58,173,118,176,213,861,-4,33.59000015,33.20000076,23.70000076,541,17.75773605,67.73176882,10.21550942,19.92607728,19,147.1675632,157.9769649,11,6383.985429
123.5499878,3,9.455339432,-1.099674106,1,0,0,1,1,1,1,1,0,0,1,10,60,0,3.25,2.630514145,3,2.428166866,33.33333588,0.050000001,5,2,1,76.03076172,6,1113.30835,5.812289715,0.195549995,0.145549998,0.422500014,0.327399999,0.350699991,0.379799992,0.442000002,0.351900011,51,72,58,173,118,176,213,861,-4,33.59000015,33.20000076,23.70000076,541,18.42962041,71.4685697,8.686750589,18.94810885,18.97199544,148.069597,159.4544903,11,6452.600175
123.5499878,1,10.85283375,-1.144480824,1,1,1,1,1,1,1,1,1,0,1,7,55,0,6,3.035208702,3,1.214083433,0,2.400000036,5,2,1,98.83998871,5,2410.268066,29.38435364,0.2051,0.242899999,0.365649998,0.342750013,0.310200006,0.480300009,0.421700001,0.345099986,16,42,69,165,186,95,94,667,-3.900000095,31.53000069,33.59999847,23.60000038,372.3999939,19.14232908,67.59835084,13.0191239,21.60374996,17.6743395,154.0217756,171.7574839,12,8772.714187
124.5003738,6,9.980952263,-0.823503196,1,0,1,1,1,1,0,1,0,0,3,23,50,0,7.214285851,8.09389019,1,8.093889236,0,0.02,2,2,0,148.2599792,2,3333.06958,59.75517654,0.151079593,0.187360253,0.304448262,0.359966332,0.32109228,0.418083169,0.36769603,0.324265019,25,52,78,172,156,153,176,812,-4,32.27000046,33.09999847,23.60000038,497.6000061,18.89918795,68.09476457,11.49383352,20.39285182,19.0104909,147.1106424,167.325209,12,3906.930516
129.4803925,6,9.684403419,-0.782276392,0,0,1,1,1,1,0,1,0,0,2,17,58,0,3.363636255,17.1995163,5,0,0,3.98999998,3,3,0,276.1705627,5,10514.90723,29.73004913,0.19610206,0.369371219,0.335957748,0.321233807,0.404117402,0.382199336,0.39656803,0.351871808,36,81,75,160,143,168,196,859,-3.900000095,33.86999893,33.29999924,23.89999962,491.3999939,18.3324181,67.92186051,12.44915768,20.70232982,19.47163615,148.2014794,149.6331056,11,5350.362993
134.8753967,6,9.684477806,-0.781827271,0,0,0,1,1,1,1,1,0,0,3,4,50,0,1.5,10.92675209,2,0,0,1.700000003,2,3,0,45.75925064,3,3991.040039,40.81159592,0.188950002,0.4014,0.317699999,0.242650002,0.439700007,0.494500011,0.4903,0.385100007,36,81,75,160,143,168,196,859,-3.900000095,33.86999893,33.29999924,23.89999962,491.3999939,17.72492858,67.76993117,12.7472719,20.80641167,19.28896952,146.676441,147.7228672,11,5341.759409
141.1999817,1,10.55275536,-0.885950267,0,0,1,1,1,1,0,1,0,0,4,2,20,9,9,4.451639175,2,0,0,0,2,0,0,56.15908813,2,779.3063354,28.62112427,0.169378867,0.247138586,0.366319242,0.466052013,0.307998075,0.514473046,0.471761435,0.368888471,20,42,81,167,182,133,124,749,-3.799999952,31.85000038,33.20000076,23.20000076,453.2999878,18.94916247,69.97062551,12.7378075,21.871719,17.87675312,150.2288484,151.8804721,12,5500.300942
148.2599792,6,9.743044853,-0.823243201,0,0,1,1,1,0,0,1,0,0,4,19,55,0,1.153846145,0.809388995,2,0,0,0.800000027,2,3,0,4200.699707,2,3126.154297,440.7652893,0.157399997,0.188800007,0.223199993,0.327850014,0.368900001,0.293799996,0.349999994,0.265899986,34,76,74,158,142,162,186,832,-4,33.40999985,33.29999924,23.89999962,447.3999939,19.76667307,63.2861973,12.50647747,20.62939995,18.24479624,152.0078209,110.5692139,11,4052.989045
148.2599792,2,9.908432007,-2.45626688,1,0,0,0,1,1,0,0,0,0,4,6,70,0,1.399999976,1.61877799,1,1.61877799,0,0.300000012,2,0,0,0,2,982.2565918,0,0.178900003,0.309300005,0.331999987,0.426649988,0.352899998,0.362899989,0.305200011,0.357600003,36,81,62,171,205,106,128,789,-3.599999905,36.04999924,32.09999847,22.29999924,556.7999878,17.66672037,69.99181899,11.55838462,20.40623265,19.49003972,145.6109729,308.5720821,13,5309.228564
148.2599792,2,10.41961193,-2.387405157,1,0,0,1,1,1,0,1,0,0,4,5,53,10,3.333333254,2.023472548,2,1.61877799,0,0,5,0,0,49.41999435,5,472.5619812,12.59329414,0.179442978,0.290467318,0.395188741,0.442063601,0.470119362,0.422617892,0.356320773,0.424105644,26,71,50,184,251,112,98,792,-3.200000048,35.02999878,32.5,22.5,676.2000122,14.85893702,68.36253657,11.91796745,21.66036361,19.65904024,148.263757,311.3417534,13,3194.254818
148.2599792,2,10.33395576,-2.464116335,1,0,0,1,1,1,0,0,0,0,2,3,63,0,2.666666746,2.832861423,2,2.023472548,0,1.100000001,4,3,0,0,5,3847.769043,8.995209694,0.167649999,0.250449985,0.32980001,0.310250014,0.32069999,0.41170001,0.398400009,0.299100012,28,70,51,181,241,114,95,780,-3.299999952,35.00999832,32.5,22.20000076,652.0999756,15.07861755,75.051581,11.00341929,19.67058975,19.1260551,148.4564813,333.3950514,13,3239.122201
148.2599792,1,10.5561018,-0.885536671,0,0,1,1,1,1,0,0,0,0,5,3,58,0,0,2.832861423,1,0,0,0.600000024,2,1,0,0,2,530.8448486,44.97605133,0.176643684,0.338057927,0.358702102,0.51949615,0.363542003,0.494469759,0.434763055,0.363352102,20,42,81,167,182,133,124,749,-3.799999952,31.85000038,33.20000076,23.20000076,453.2999878,18.17552288,69.31654869,13.35196036,21.50230803,17.82675759,148.3518419,153.4630434,12,5863.915621
148.2599792,1,10.65975571,-0.827109516,1,1,0,1,1,1,0,1,0,0,2,10,44,5,4.625,4.046945095,4,4.249292374,0,0.739999987,6,3,0,172.9699707,8,1579.120728,0,0.143226191,0.185518503,0.173229062,0.437823121,0.340610213,0.553406071,0.445733811,0.191314013,21,42,79,163,183,134,119,741,-3.799999952,36.18999863,33.29999924,23.20000076,431.5,21,60.52509397,16.39571592,22.85404832,19.91469542,146.1105923,194.929154,12,13288.83345
148.2599792,6,9.667913437,-0.842919052,1,1,0,1,1,1,0,1,0,0,3,4,35,0,0,6.67745924,3,5.463376045,0,2.579999998,5,3,1,134.7817993,5,6651.787598,11.44844913,0.170599997,0.389450014,0.294349998,0.279150009,0.447100013,0.415300012,0.437000006,0.353899986,37,77,71,159,137,164,190,835,-4,33.16999817,33.29999924,23.89999962,445.6000061,19.18254922,71.49666112,9.47862896,20.28250455,19.16333929,150.587109,141.7677502,11,5724.212153
148.8247833,2,9.499558449,-1.246186495,0,0,0,1,1,1,1,0,0,0,3,10,53,0,2,4.046945095,2,0,50,0.450000018,1,2,1,0,2,453.8886414,9.444970131,0.275900522,0.351287012,0.468373679,0.450781461,0.350720619,0.52073035,0.440611407,0.435525696,51,63,56,180,121,170,202,843,-4,31.5,33,23.60000038,553.9000244,21.61658066,65.71869684,13.66431324,20.47493277,19,148.426667,147.5015124,11.16403859,3334.327322
161.8504791,6,9.807294846,-0.861504078,1,0,1,1,1,0,0,1,0,0,3,10,78,0,6,0.404694498,1,8.09389019,0,0.200000003,3,2,0,7907.199219,3,1368.372803,1284.515991,0.221799999,0.276199996,0.3292,0.293799996,0.365399987,0.37529999,0.345899999,0.334300011,31,66,74,161,145,157,179,813,-3.900000095,33.29000092,33.29999924,23.89999962,438.7000122,17.15090669,72.42213602,9.732098024,20.75263379,19.37365396,147.5815707,121.1576205,11,4339.820706
161.8504791,6,9.981250763,-0.824116588,1,0,1,1,1,0,0,1,0,0,4,22,55,0,1.846153855,0.809388995,2,5.665722847,0,0.600000001,3,3,0,2470.999756,3,4571.503906,503.7317505,0.153260846,0.195486854,0.326434501,0.383284493,0.350008322,0.4021002,0.41162988,0.343799769,25,52,78,172,156,153,176,812,-4,32.27000046,33.09999847,23.60000038,497.6000061,19.84415965,66.64305934,11.8451916,19.71546729,19,148.5356175,165.8517577,12,3905.755875
161.8504791,6,10.2767458,-0.825691879,0,0,0,1,1,1,1,1,0,0,2,17,80,0,1.333333373,7.284501076,3,0,0,0.79999999,3,3,0,68.63887787,3,7724.862793,52.47205734,0.149803899,0.250747392,0.303866936,0.271947398,0.364705814,0.413800001,0.383741516,0.320499986,21,42,74,168,171,139,170,785,-4.099999905,34.16999817,33.20000076,23.29999924,493.2000122,18.61993647,66.59428223,13.63760348,20.41918805,18.97337563,152.2895359,137.5672292,13,4267.264813
161.8504791,2,10.34684467,-2.317523718,1,1,1,0,1,1,1,1,0,0,3,12,54,0,2.285714388,10.52205658,3,8.903279305,0,11.69999999,4,2,0,61.7749939,5,8070.768066,0,0.169499993,0.309049994,0.445950001,0.377249986,0.450100005,0.432300001,0.382999986,0.383599997,27,71,57,183,256,108,97,799,-3.299999952,35.95000076,32.59999847,22.70000076,675.5,14.27730969,73.98603544,10.28217669,21.99430046,19.27047096,148.6095046,287.0804309,19.66261103,2995.418731
164.7333069,6,9.561998367,-0.830296755,1,0,0,0,1,1,0,1,0,1,5,10,50,0,6.666666508,1.61877799,1,1.61877799,0,0.090000004,2,2,0,92.66249084,2,1190.017944,0,0.160228473,0.28325028,0.336429309,0.253876636,0.318644918,0.4094898,0.416452981,0.304516715,42,84,68,164,133,175,213,879,-4,31.14999962,33.20000076,23.70000076,520.4000244,19.48410069,69.54446334,11.82773901,19.57599268,19.1272223,149.7375965,161.2655614,11,6601.93437
164.7333069,1,10.66299343,-0.841292739,1,1,1,0,1,1,0,1,0,0,1,4,60,0,2.333333254,1.61877799,2,5.261028767,0,8.800000004,3,3,0,833.9624023,4,470.6049805,0,0.135749996,0.201800004,0.148900002,0.324699998,0.291700006,0.496699989,0.407299995,0.204099998,20,42,78,164,183,131,119,737,-3.799999952,33.84999847,33.40000153,23.20000076,430.2000122,20.51262623,65.28005467,14.51332228,21.96361582,18,150.1835443,182.0804344,12,14695.74918
164.7333069,1,10.66181087,-0.826457262,1,0,0,0,1,0,0,1,0,1,5,3,50,0,4,4.046945095,1,5.261028767,100,0.900000006,5,1,0,593.039917,8,540.7982178,0,0.153449997,0.194600001,0.148499995,0.376800001,0.327199996,0.515999973,0.467900008,0.197300002,21,42,79,163,183,134,119,741,-3.799999952,36.18999863,33.29999924,23.20000076,431.5,21.40155397,61.66666433,16.89012298,22.39403528,19.60338295,143.2708978,217.5949466,12,13524.71888
164.7333221,1,10.93681717,-1.067596436,1,1,1,1,1,1,0,1,0,0,1,8,55,5,6.75,2.832861423,3,2.023472548,0,1.800000004,5,3,3,317.6999817,6,10036.53516,43.17700958,0.172800004,0.242500007,0.315250009,0.325049996,0.43294999,0.502399981,0.372900009,0.317299992,17,42,72,160,184,94,93,662,-3.900000095,35.00999832,33.79999924,23.60000038,339,15.23246348,70.4382722,11.20030095,20.87497521,16,156.8836232,200.0319515,12,10468.03836
169.8812256,1,10.57999897,-0.875985384,0,0,1,1,1,1,0,0,0,1,4,7,60,0,0,8.09389019,3,0,100,0,2,0,0,0,3,1907.851074,31.16840172,0.134849995,0.284550011,0.249449998,0.348549992,0.310050011,0.512000024,0.328299999,0.308999985,20,42,81,167,182,133,124,749,-3.799999952,33.08000183,33.20000076,23.20000076,453.2999878,17.94632945,69.97845533,12.5421978,20.21990641,17.01939657,151.9095002,173.1666069,12,8919.906605
176.4999847,6,9.47840023,-0.806114137,0,0,0,1,0,1,0,1,0,0,3,16,37,20,9.142857552,4.249292374,5,0,0,0.619999997,4,2,1,94.13332367,5,9119.992188,45.81560135,0.13425,0.135450006,0.25334999,0.244900003,0.404399991,0.403100014,0.377799988,0.261000007,46,86,65,166,129,180,223,895,-4,30.70999908,33.09999847,23.70000076,554.0999756,21.96415612,65.95504291,13.70610246,21.94213638,19,147.1399026,149.3620692,11,23117.44124
177.911972,2,10.39411736,-2.331972837,0,0,1,1,1,1,0,1,0,0,4,4,35,9,5.333333492,4.046945095,4,0,0,7.159999996,4,3,0,247.0999603,4,7430.788574,0,0.150205117,0.366978587,0.326581771,0.414822224,0.38893985,0.42619179,0.36927848,0.373799164,26,72,54,184,257,109,97,799,-3.299999952,36.33000183,32.59999847,22.70000076,685.7000122,15.48149625,69.13269903,12.26089234,21.49300568,19.54162179,150.6097991,301.7413549,13,3249.820919
185.3249817,6,10.01427269,-0.824452877,1,0,0,1,0,0,0,0,0,0,3,6,26,0,0,0.809388995,2,2.428166866,0,0.100000001,3,2,0,0,4,193.6645966,160.5644989,0.130400002,0.202849999,0.351249993,0.417050004,0.444150001,0.499300003,0.445600003,0.403899997,24,49,77,171,158,149,174,802,-4,33.13000107,33.20000076,23.60000038,493.6000061,19.52611712,65.05754683,14.62524974,22.91217125,19.14871513,145.5400596,140.1398174,12.09239535,3739.206251
185.3249817,3,9.452750206,-1.099783182,0,0,0,1,1,0,0,1,0,0,3,6,40,9,5.666666508,1.61877799,2,0,0,0.600000016,2,3,1,123.5499878,2,923.1522827,28.33491135,0.202849999,0.157000005,0.371399999,0.234750003,0.27669999,0.388200015,0.3565,0.337900013,51,72,58,173,118,176,213,861,-4,33.59000015,33.20000076,23.70000076,541,18.35695808,72.24685539,10.29418115,19.53396409,18.63188905,147.0569477,156.1545472,11,6378.903295
185.3249817,1,10.57822514,-0.874860942,1,0,1,1,1,0,1,1,0,1,5,8,35,0,3.200000048,2.023472548,2,1.214083433,100,0,3,0,0,49.41999435,4,75.85197449,49.36571121,0.138400003,0.293150008,0.270700008,0.342000008,0.282799989,0.461199999,0.334800005,0.295899987,20.95556792,41.04443066,81,167,182,133.9555636,124,749.9555632,-3.799999952,33.08000183,33.39111398,23.29555615,449.8599515,18.57384255,68.86806258,13.05862148,19.78799512,17,153.3066843,180.083965,12,8742.626201
185.3249817,2,10.34864044,-2.318808317,1,0,0,0,1,1,1,1,0,1,3,9,54,0,0.666666687,2.428167105,2,2.428166866,50,0,2,0,0,20.59166336,4,1215.214722,0,0.17295,0.318949997,0.45480001,0.335449994,0.464100003,0.410299987,0.385500014,0.404700011,27,71,57,183,256,108,97,799,-3.299999952,35.95000076,32.59999847,22.70000076,675.5,15.57852575,71.13631605,10.64211703,21.55311009,20,149.9154104,295.3720529,19.427004,3018.519305
193.8190308,6,9.561676025,-0.830237329,1,0,1,1,1,1,0,1,1,0,2,18,63,0,7.099999905,2.630514145,2,11.33144665,0,1.650000036,4,3,1,532.215332,5,3745.636475,114.3083649,0.160143386,0.282153683,0.336391509,0.257582395,0.33170962,0.408922595,0.424961104,0.306558669,42,84,68,164,133,175,213,879,-4,31.14999962,33.20000076,23.70000076,520.4000244,19.84178303,69.68244434,11.00696426,19.35873633,19,149.4520359,161.0749099,11,6595.432114
197.6799774,3,9.375015259,-1.010208488,1,1,0,1,1,1,0,1,0,0,1,9,31,0,0,4.249292374,3,2.832861423,28.57143021,0.150000006,6,2,1,70.59999084,7,2557.167725,27.58530998,0.189572878,0.212853306,0.255494066,0.310024367,0.37534257,0.387664048,0.436092616,0.291762992,52.29012932,79,59.70987068,170.8703831,114.709871,181.8703831,223.7407662,882.1913993,-4.041974326,32.00543447,33.1709874,23.60000038,556.239045,19.90111634,68.81860779,10.98592306,18.9313256,18.67542898,147.7302054,161.3822812,11,5481.171278
200.7687225,1,10.59094048,-0.823945463,0,0,1,1,1,0,0,1,0,0,1,6,40,13,8.75,3.237555981,2,0,0,0,1,0,0,123.5499878,2,585.9475098,56.66982269,0.165999994,0.190200001,0.265100002,0.391400009,0.297300011,0.671400011,0.474099994,0.296499997,21,42,80,164,182,135,122,746,-3.799999952,31.46999931,33.29999924,23.20000076,442.2999878,19.05750327,69.32967792,12.48849496,21.63673619,18,152.4121349,144.809597,12,6397.381552
205.9166412,1,10.57939625,-0.874973297,1,0,1,1,1,1,0,1,0,0,1,10,60,0,4.199999809,5.665722847,1,2.832861662,0,0,2,0,0,132.3749847,3,3198.961914,126.2927551,0.136962065,0.296866863,0.261392749,0.345907723,0.305204441,0.506924446,0.329461086,0.303715421,20.78927255,41.210729,81,167,182,133.7892679,124,749.7892753,-3.799999952,33.08000183,33.35785446,23.27892637,450.4586174,18.94293056,69.81661186,13.1227704,20.52509045,17.25076343,156.1669939,180.5855836,12,8889.939254
216.2124786,1,10.95685005,-0.856829584,1,0,0,0,1,0,0,1,0,0,1,5,26,0,0,1.416430712,3,1.214083433,0,0.220000003,4,3,0,705.999939,5,583.9293213,0,0.152899995,0.198249996,0.268750012,0.360049993,0.278349996,0.428200006,0.342099994,0.308299989,19,44,77,154,180,109,96,679,-3.799999952,33.54999924,33.70000076,23.20000076,332.2000122,14.40071592,68.98994413,12.99062397,20.5592931,16,159.878755,232.0738634,12,6774.501777
216.2124786,1,10.57810974,-0.873620033,0,0,1,1,1,1,0,0,0,0,1,8,60,0,1.600000024,5.665722847,3,0,0,1.800000012,3,3,0,0,3,2351.322754,95.34922791,0.138400003,0.293150008,0.270700008,0.342000008,0.282799989,0.461199999,0.334800005,0.295899987,21,41,81,167,182,134,124,750,-3.799999952,33.08000183,33.40000153,23.29999924,449.7000122,18.94313518,68.8970088,12.61961852,19.83955502,16.97282045,152.8463876,182.7642699,12,8655.626673
216.2124786,6,10.16106415,-0.803805888,1,0,1,1,1,1,0,1,0,0,4,10,65,0,4.333333492,6.070417404,1,6.070417404,0,0.600000024,3,1,0,197.6799774,3,2600.324463,34.42166901,0.117200002,0.231250003,0.180199996,0.240649998,0.278400004,0.316700011,0.204699993,0.211999997,22,45,74,169,164,142,172,788,-4.099999905,33.97000122,33.29999924,23.60000038,479.5,21.03976287,59.67731967,15.22292898,21.09001057,18.99365255,152.5549949,121.4797795,13,3872.074992
222.3899689,2,10.23278713,-2.578788042,1,1,1,1,1,1,0,1,0,0,1,9,33,9,3.599999905,3.642250538,4,1.61877799,0,4.320000045,4,3,2,54.91110611,5,1446.939575,5.597019196,0.196700007,0.291150004,0.263449997,0.151899993,0.403299987,0.439099997,0.429699987,0.322299987,30,72,51,179,227,115,101,775,-3.400000095,36.27000046,32.70000076,22.5,606.5,15.24731444,72.34909493,10.0595104,21.02769518,19.22061584,149.9099534,290.2143424,13,4189.962224
